Ordered Date,Internal ID,OC Order ID,OC Order Display ID,ofo_slug,ofo_status,OC Brand,OC Store,Currency,OC Subtotal,OC Tip,other_amount,processing_fee,OC Tax,OC Tax Withheld,Tax Delta,adjustment,commission,net_payout,order_issue_types,order_issue_details,cancellation_state,cancellation_reason,cancelled_at,order_status,fulfillment_mode,fulfillment_state,store_id,oc_discount,Internal ID__1,Transaction Date,Payout Date,Payout ID,Platform,TransactionID,Brand,Store,types,currency_code,Subtotal,Tips,Other,Processing Fee,Tax,Tax Withheld,Promos,Adjustment,Merchant Refund,Commission,Order Payout,Final Payout,Tax Delta__1,hifi Order Status,Subtotal Delta,Tips Detla,Other Delta,Processing_fee Delta,Tax Delta,Tax Withheld Delta,Tax Due Delta,Adjustment Delta,Commission Delta,Net Payout Delta
2022-09-01,abaf51b8-d992-4605-ad55-0129bcd8b3fb,815f1101-e6e4-4127-a15a-e45d624fbd38,FBD38,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,15.45,,3.25,0,1.64,0,1.38,0,-1.24,18.84,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,abaf51b8-d992-4605-ad55-0129bcd8b3fb,2022-09-01,2022-09-06,REYMUWKX3SW7PS5,ubereats,815f1101-e6e4-4127-a15a-e45d624fbd38,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,15.45,,3.25,,1.38,0,,,,-1.24,18.84,18.84,1.38,Completed,0,0,0,0,-0.26,0,0,0,0,0
2022-09-01,a0798443-a555-40c4-9831-a2b7fdb905ad,ee348333-d898-4506-98ed-eecc47c9d2b8,9D2B8,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,16.45,2,3.26,0,1.73,0,1.46,0,-1.32,19.85,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,a0798443-a555-40c4-9831-a2b7fdb905ad,2022-09-01,2022-09-06,REYMUWKX3SW7PS5,ubereats,ee348333-d898-4506-98ed-eecc47c9d2b8,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,16.45,,3.26,,1.46,0,,,,-1.32,19.85,19.85,1.46,Completed,0,-2,0,0,-0.27,0,0,0,0,0
2022-09-01,8fd799a0-152f-48cf-8599-58ca496bd248,f55b3c21-2a2f-11ed-9c43-87b7d7dee936,162319960561082,grubhub,OFO_STATUS_NEW,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,20.35,,0,-0.81,1.36,0,1.36,0,0,15.9,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_PICKUP,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-10,8fd799a0-152f-48cf-8599-58ca496bd248,2022-09-01,2022-09-07,D-AQAAAAAAJpUBAAABgyCeeIAAAAGDFlHAgAEAAAGDEStkgA,grubhub,BwEAAAAAACaVAfVbPCAqLxHtnEOHt9fe6TY,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,20.35,,,-0.81,1.36,0,,,,,15.9,15.9,1.36,PCI_SINGLE_ONLINE,0,0,0,0,0,0,0,0,0,0
2022-09-01,f2a5a7d7-ad68-400a-b5ec-45a241e68ea2,03380b62-d6e5-4c5f-95ec-c60b6e7e257f,E257F,ubereats,OFO_STATUS_NEW,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,27.85,,0,-0.73,1.85,0,1.85,0,-4.88,20.62,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_OFO_DELIVERY,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-6.95,f2a5a7d7-ad68-400a-b5ec-45a241e68ea2,2022-09-01,2022-09-06,REYMUWKX3SW7PS5,ubereats,03380b62-d6e5-4c5f-95ec-c60b6e7e257f,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,27.85,,,-0.73,1.85,0,-6.95,,,-4.88,20.62,20.62,1.85,Completed,0,0,0,0,0,0,0,0,0,0
2022-09-01,b4a78159-8b16-44b7-ae50-ef90bacd23c9,9edd6e28-9cdb-4d56-a607-54ae7e774571,74571,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,33.25,9,3.25,0,3.22,0,2.96,0,-2.66,45.8,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,b4a78159-8b16-44b7-ae50-ef90bacd23c9,2022-09-01,2022-09-06,REYMUWKX3SW7PS5,ubereats,9edd6e28-9cdb-4d56-a607-54ae7e774571,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,33.25,9,3.25,,2.96,0,,,,-2.66,45.8,45.8,2.96,Completed,0,0,0,0,-0.26,0,0,0,0,0
2022-09-01,4e0fc27f-5aaf-4a7a-8ef7-4b8456cd1ca0,dcb86e6f-d0a5-4916-abd8-2562924fc531,FC531,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,45.35,,0,-1.36,4.02,0,4.02,0,-9.07,38.94,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_OFO_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,4e0fc27f-5aaf-4a7a-8ef7-4b8456cd1ca0,2022-09-01,2022-09-06,REYMUWKX3SW7PS5,ubereats,dcb86e6f-d0a5-4916-abd8-2562924fc531,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,45.35,,,-1.36,4.02,0,,,,-9.07,38.94,38.94,4.02,Completed,0,0,0,0,0,0,0,0,0,0
2022-09-01,171840e4-b008-4eee-9bf6-012f7b9a89e8,e8b93791-2a31-11ed-a9ae-73fedb3f5002,611119963289969,grubhub,OFO_STATUS_NEW,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,20.59,,0,-0.82,1.38,0,1.38,0,0,16.15,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_PICKUP,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-10,171840e4-b008-4eee-9bf6-012f7b9a89e8,2022-09-01,2022-09-07,D-AQAAAAAAJpUBAAABgyCeeIAAAAGDFlHAgAEAAAGDEStkgA,grubhub,BwEAAAAAACaVAei5N5AqMRHtqa5z_ts_UAI,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,20.59,,,-0.82,1.38,0,,,,,16.15,16.15,1.38,PCI_SINGLE_ONLINE,0,0,0,0,0,0,0,0,0,0
2022-09-01,82469f6e-6161-4084-8eb2-0a9a7461a814,f12587ee-ba49-46bd-b072-bde672f56506,56506,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,23.19,5.65,3.26,0,2.32,0,2.05,0,-1.86,32.29,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,82469f6e-6161-4084-8eb2-0a9a7461a814,2022-09-01,2022-09-06,REYMUWKX3SW7PS5,ubereats,f12587ee-ba49-46bd-b072-bde672f56506,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,23.19,5.65,3.26,,2.05,0,,,,-1.86,32.29,32.29,2.05,Completed,0,0,0,0,-0.27,0,0,0,0,0
2022-09-01,2dcc3bd3-30b4-4b51-ba90-f48ad3a5bbfb,f5b59e23-3b9d-4304-ba83-fc0f004b4882,B4882,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,38.35,,0,-1.15,3.4,0,3.4,0,-7.67,32.93,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_OFO_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,2dcc3bd3-30b4-4b51-ba90-f48ad3a5bbfb,2022-09-01,2022-09-06,REYMUWKX3SW7PS5,ubereats,f5b59e23-3b9d-4304-ba83-fc0f004b4882,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,38.35,,,-1.15,3.4,0,,,,-7.67,32.93,32.93,3.4,Completed,0,0,0,0,0,0,0,0,0,0
2022-09-01,f91364a1-256f-416e-a1d7-a995bfab6cdd,08731ec1-2a3c-11ed-8273-db3aebb82699,853019965151120,grubhub,OFO_STATUS_NEW,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,30.4,1.26,0,-1.31,2.6,0,2.6,0,-1.47,30.47,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-9.34,f91364a1-256f-416e-a1d7-a995bfab6cdd,2022-09-01,2022-09-07,D-AQAAAAAAJpUBAAABgyCeeIAAAAGDFlHAgAEAAAGDEStkgA,grubhub,BwEAAAAAACaVAQhzHsAqPBHtgnPbOuu4Jpk,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,30.4,1.26,,-1.31,2.6,0,,,,-1.47,30.47,30.47,2.6,PCI_SINGLE_ONLINE,0,0,0,0,0,0,0,0,0,0
2022-09-01,9491bc17-4963-4e50-89b8-dc3822961327,b35e9e01-2a31-11ed-96d2-d5636c2c20b0,822319968143358,grubhub,OFO_STATUS_NEW,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,19.64,,0,-0.79,1.3,0,1.3,0,0,15.15,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_PICKUP,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-10,9491bc17-4963-4e50-89b8-dc3822961327,2022-09-01,2022-09-07,D-AQAAAAAAJpUBAAABgyCeeIAAAAGDFlHAgAEAAAGDEStkgA,grubhub,BwEAAAAAACaVAbNengAqMRHtltLVY2wsILA,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,19.64,,,-0.79,1.3,0,,,,,15.15,15.15,1.3,PCI_SINGLE_ONLINE,0,0,0,0,0,0,0,0,0,0
2022-09-01,5df036c5-60a2-46b2-b9c5-03c63024573a,e1cceee9-bd6d-4522-91eb-7e071993ffeb,3FFEB,ubereats,OFO_STATUS_CANCELED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,44.35,6,,,3.94,,,,,,null,null,,,1662003381000,OFO_STATUS_CANCELED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_NOT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,5df036c5-60a2-46b2-b9c5-03c63024573a,2022-09-01,2022-09-06,REYMUWKX3SW7PS5,ubereats,e1cceee9-bd6d-4522-91eb-7e071993ffeb,Little Mint,The Greenwich Social NYC - Orbital Kitchens,CANCELLATION,USD,44.35,,,,3.94,0,,,,-3.55,44.74,44.74,3.94,Canceled,0,-6,0,0,0,0,3.94,0,-3.55,44.74
2022-09-01,a1c3aada-5818-4140-9d72-8a5033e8a34a,14a0aa69-a22d-4959-8361-b151fbb53e3b,53E3B,ubereats,OFO_STATUS_NEW,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,27.7,,0,-0.83,2.46,0,2.46,0,-5.54,23.79,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_OFO_DELIVERY,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,a1c3aada-5818-4140-9d72-8a5033e8a34a,2022-09-01,2022-09-06,REYMUWKX3SW7PS5,ubereats,14a0aa69-a22d-4959-8361-b151fbb53e3b,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,27.7,,,-0.83,2.46,0,,,,-5.54,23.79,23.79,2.46,Completed,0,0,0,0,0,0,0,0,0,0
2022-09-01,268d0c24-5129-4fd3-a06b-bf83276b9614,cdf63d99-ae0a-403d-a3c3-79ca1af89cba,89CBA,ubereats,OFO_STATUS_NEW,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,23.45,,0,-0.7,2.08,0,2.08,0,-4.69,20.14,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_OFO_DELIVERY,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,268d0c24-5129-4fd3-a06b-bf83276b9614,2022-09-01,2022-09-06,REYMUWKX3SW7PS5,ubereats,cdf63d99-ae0a-403d-a3c3-79ca1af89cba,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,23.45,,,-0.7,2.08,0,,,,-4.69,20.14,20.14,2.08,Completed,0,0,0,0,0,0,0,0,0,0
2022-09-01,4919024d-880a-4e23-8522-a03525c934a0,988c25e2-d2f2-434d-848d-2f48eb1918ff,918FF,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,29.85,,0,-0.78,1.94,0,1.94,0,-5.18,21.86,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_OFO_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-7.95,4919024d-880a-4e23-8522-a03525c934a0,2022-09-01,2022-09-06,REYMUWKX3SW7PS5,ubereats,988c25e2-d2f2-434d-848d-2f48eb1918ff,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,29.85,,,-0.78,1.94,0,-7.95,,,-5.18,21.86,21.86,1.94,Completed,0,0,0,0,0,0,0,0,0,0
2022-09-01,9020e771-64d1-4f9a-a73d-45b97fde6e6a,9a40d2a3-9cb1-4bb9-91ad-1faad58c121b,C121B,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,35.4,6.27,3.26,0,3.41,0,3.14,0,-2.83,45.24,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,9020e771-64d1-4f9a-a73d-45b97fde6e6a,2022-09-01,2022-09-06,REYMUWKX3SW7PS5,ubereats,9a40d2a3-9cb1-4bb9-91ad-1faad58c121b,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,35.4,6.27,3.26,,3.14,0,,,,-2.83,45.24,45.24,3.14,Completed,0,0,0,0,-0.27,0,0,0,0,0
2022-09-01,e4d0bd66-4fd2-4292-ae76-7214c5e8ea3c,8b4a8961-2a0e-11ed-b592-8d7da99a0757,473819961878159,grubhub,OFO_STATUS_NEW,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,34.8,5,0,-1.71,3.36,0,3.36,0,-1.89,42.55,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-3.26,e4d0bd66-4fd2-4292-ae76-7214c5e8ea3c,2022-09-01,2022-09-07,D-AQAAAAAAJpUBAAABgyCeeIAAAAGDFlHAgAEAAAGDEStkgA,grubhub,BwEAAAAAACaVAYtKiWAqDhHttZKNfamaB1c,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,34.8,5,,-1.71,3.36,0,,,,-1.89,42.55,42.55,3.36,PCI_SINGLE_ONLINE,0,0,0,0,0,0,0,0,0,0
2022-09-01,f9414ae2-e441-4a74-a03d-9eb56ab1a7b2,deb92e3e-a93e-47e8-94ca-da3710ee7609,E7609,ubereats,OFO_STATUS_NEW,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,21.59,,0,-0.65,1.92,0,1.92,0,-4.32,18.54,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_OFO_DELIVERY,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,f9414ae2-e441-4a74-a03d-9eb56ab1a7b2,2022-09-01,2022-09-06,REYMUWKX3SW7PS5,ubereats,deb92e3e-a93e-47e8-94ca-da3710ee7609,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,21.59,,,-0.65,1.92,0,,,,-4.32,18.54,18.54,1.92,Completed,0,0,0,0,0,0,0,0,0,0
2022-09-01,36ee3c9f-467d-43f8-a870-c229987fe3cf,e2ad11bd-9dc0-461e-9e22-d71a483b69a2,B69A2,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,25.4,5,3.25,0,2.52,0,2.26,0,-2.03,33.88,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,36ee3c9f-467d-43f8-a870-c229987fe3cf,2022-09-01,2022-09-06,REYMUWKX3SW7PS5,ubereats,e2ad11bd-9dc0-461e-9e22-d71a483b69a2,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,25.4,5,3.25,,2.26,0,,,,-2.03,33.88,33.88,2.26,Completed,0,0,0,0,-0.26,0,0,0,0,0
